epoch;buy/sell;type;price
3617;sell;dairy;47
3625;sell;dairy;46
3658;sell;dairy;45
3704;sell;dairy;61
3713;sell;dairy;67
3723;sell;dairy;67
3737;sell;dairy;66
3745;sell;dairy;65
3756;sell;dairy;64
3766;sell;dairy;63
3786;sell;dairy;52
3850;sell;dairy;44
3886;sell;dairy;63
3891;sell;dairy;67
3895;sell;dairy;67
3899;sell;dairy;66
3918;sell;dairy;65
3932;sell;dairy;64
3949;sell;dairy;59
3956;sell;dairy;52
3960;sell;dairy;47
4057;sell;dairy;19
4063;sell;dairy;19
4076;sell;dairy;18
4096;sell;dairy;17
4102;sell;dairy;16
4176;sell;dairy;44
4186;sell;dairy;53
4192;sell;dairy;53
4207;sell;dairy;52
4217;sell;dairy;51
4226;sell;dairy;50
4280;sell;dairy;56
4287;sell;dairy;56
4296;sell;dairy;55
4302;sell;dairy;54
4315;sell;dairy;53
4316;sell;dairy;52
4405;sell;dairy;36
4427;sell;dairy;50
4445;sell;dairy;62
4453;sell;dairy;62
4469;sell;dairy;62
4473;sell;dairy;61
4481;sell;dairy;60
4538;sell;dairy;63
4548;sell;dairy;63
4563;sell;dairy;62
4567;sell;dairy;61
4583;sell;dairy;60
4583;sell;dairy;60
4661;sell;dairy;47
4666;sell;dairy;47
4667;sell;dairy;47
4689;sell;dairy;45
4696;sell;dairy;44
4787;sell;dairy;71
4788;sell;dairy;71
4793;sell;dairy;71
4797;sell;dairy;70
4815;sell;dairy;69
4849;sell;dairy;68
4866;sell;dairy;67
4903;sell;dairy;66
4932;sell;dairy;73
4949;sell;dairy;78
4951;sell;dairy;78
4958;sell;dairy;77
4966;sell;dairy;76
4967;sell;dairy;76
5069;sell;dairy;72
5074;sell;dairy;76
5077;sell;dairy;76
5078;sell;dairy;76
5090;sell;dairy;74
5104;sell;dairy;68
5167;sell;dairy;57
5189;sell;dairy;60
5189;sell;dairy;60
5203;sell;dairy;59
5217;sell;dairy;58
5230;sell;dairy;57
5290;sell;dairy;55
5305;sell;dairy;55
5319;sell;dairy;54
5327;sell;dairy;53
5356;sell;dairy;52
5391;sell;dairy;56
5404;sell;dairy;56
5422;sell;dairy;55
5435;sell;dairy;54
5449;sell;dairy;53
5493;sell;dairy;59
5507;sell;dairy;60
5513;sell;dairy;60
5530;sell;dairy;59
5551;sell;dairy;58
5556;sell;dairy;57
5561;sell;dairy;56
5634;sell;dairy;49
5651;sell;dairy;54
5655;sell;dairy;54
5679;sell;dairy;53
5687;sell;dairy;52
5717;sell;dairy;51
5756;sell;dairy;60
5764;sell;dairy;60
5790;sell;dairy;63
5793;sell;dairy;63
5794;sell;dairy;62
5797;sell;dairy;60
5821;sell;dairy;41
5903;sell;dairy;43
5928;sell;dairy;65
5935;sell;dairy;71
5949;sell;dairy;74
5951;sell;dairy;74
5960;sell;dairy;73
5980;sell;dairy;72
5982;sell;dairy;71
5993;sell;dairy;60
6024;sell;dairy;36
6100;sell;dairy;38
6116;sell;dairy;48
6132;sell;dairy;54
6143;sell;dairy;54
6156;sell;dairy;53
6164;sell;dairy;52
6169;sell;dairy;51
6197;sell;dairy;44
6203;sell;dairy;43
6268;sell;dairy;32
6268;sell;dairy;32
6282;sell;dairy;31
6308;sell;dairy;30
6336;sell;dairy;29
6402;sell;dairy;64
6410;sell;dairy;71
6413;sell;dairy;71
6419;sell;dairy;70
6432;sell;dairy;69
6449;sell;dairy;68
6460;sell;dairy;67
6489;sell;dairy;58
6525;sell;dairy;57
6564;sell;dairy;61
6574;sell;dairy;61
6581;sell;dairy;60
6604;sell;dairy;59
6607;sell;dairy;58
6640;sell;dairy;56
6647;sell;dairy;55
6711;sell;dairy;65
6732;sell;dairy;78
6733;sell;dairy;79
6739;sell;dairy;77
6742;sell;dairy;76
6762;sell;dairy;69
6770;sell;dairy;62
6853;sell;dairy;57
6858;sell;dairy;57
6878;sell;dairy;56
6897;sell;dairy;55
6922;sell;dairy;57
6930;sell;dairy;57
6945;sell;dairy;56
6967;sell;dairy;55
6975;sell;dairy;54
7015;sell;dairy;53
7042;sell;dairy;55
7054;sell;dairy;55
7065;sell;dairy;54
7079;sell;dairy;53
7141;sell;dairy;74
7147;sell;dairy;79
7152;sell;dairy;79
7164;sell;dairy;78
7170;sell;dairy;77
7188;sell;dairy;76
7197;sell;dairy;75
7221;sell;dairy;63
7271;sell;dairy;55
7319;sell;dairy;74
7324;sell;dairy;78
7336;sell;dairy;78
7346;sell;dairy;77
7351;sell;dairy;76
7388;sell;dairy;75
7393;sell;dairy;74
7408;sell;dairy;73
7470;sell;dairy;83
7475;sell;dairy;83
7488;sell;dairy;82
7505;sell;dairy;81
7508;sell;dairy;80
7511;sell;dairy;79
7599;sell;dairy;81
7604;sell;dairy;85
7616;sell;dairy;85
7631;sell;dairy;84
7640;sell;dairy;83
7644;sell;dairy;82
7670;sell;dairy;77
7680;sell;dairy;76
7695;sell;dairy;67
7790;sell;dairy;84
7791;sell;dairy;85
7796;sell;dairy;84
7802;sell;dairy;83
7859;sell;dairy;94
7866;sell;dairy;94
7869;sell;dairy;93
7887;sell;dairy;92
7896;sell;dairy;91
7915;sell;dairy;90
7976;sell;dairy;97
7998;sell;dairy;100
8003;sell;dairy;99
8006;sell;dairy;98
8011;sell;dairy;97
8029;sell;dairy;91
8081;sell;dairy;83
8115;sell;dairy;90
8115;sell;dairy;90
8130;sell;dairy;89
8157;sell;dairy;88
8206;sell;dairy;100
8209;sell;dairy;100
8219;sell;dairy;99
8230;sell;dairy;98
8233;sell;dairy;97
8256;sell;dairy;93
8262;sell;dairy;92
8283;sell;dairy;77
8291;sell;dairy;69
8298;sell;dairy;61
8427;sell;dairy;61
8431;sell;dairy;64
8431;sell;dairy;64
8442;sell;dairy;63
8467;sell;dairy;62
8474;sell;dairy;61
8496;sell;dairy;60
8535;sell;dairy;59
8580;sell;dairy;74
8592;sell;dairy;82
8604;sell;dairy;82
8607;sell;dairy;82
8621;sell;dairy;81
8625;sell;dairy;80
8667;sell;dairy;71
8722;sell;dairy;88
8731;sell;dairy;95
8740;sell;dairy;95
8743;sell;dairy;94
8778;sell;dairy;93
8778;sell;dairy;93
8782;sell;dairy;91
8804;sell;dairy;79
8837;sell;dairy;69
8889;sell;dairy;73
8908;sell;dairy;77
8914;sell;dairy;77
8945;sell;dairy;77
8964;sell;dairy;77
8983;sell;dairy;77
8991;sell;dairy;76
9020;sell;dairy;75
9026;sell;dairy;74
9074;sell;dairy;83
9079;sell;dairy;83
9082;sell;dairy;82
9090;sell;dairy;81
9094;sell;dairy;77
9183;sell;dairy;76
9201;sell;dairy;93
9206;sell;dairy;95
9224;sell;dairy;95
9230;sell;dairy;95
9232;sell;dairy;94
9249;sell;dairy;92
9268;sell;dairy;87
9274;sell;dairy;81
9297;sell;dairy;61
9384;sell;dairy;64
9409;sell;dairy;88
9421;sell;dairy;99
9431;sell;dairy;100
9443;sell;dairy;99
9454;sell;dairy;98
9464;sell;dairy;97
9467;sell;dairy;96
9486;sell;dairy;87
9543;sell;dairy;77
9572;sell;dairy;82
9591;sell;dairy;87
9592;sell;dairy;87
9599;sell;dairy;86
9605;sell;dairy;85
9623;sell;dairy;74
9701;sell;dairy;76
9725;sell;dairy;95
9732;sell;dairy;100
9735;sell;dairy;99
9745;sell;dairy;98
9762;sell;dairy;97
9775;sell;dairy;96
9794;sell;dairy;95
9797;sell;dairy;93
9878;sell;dairy;86
9890;sell;dairy;90
9915;sell;dairy;99
9915;sell;dairy;99
9932;sell;dairy;98
9934;sell;dairy;97
9946;sell;dairy;95
9956;sell;dairy;85
30;buy;fruit;21
32;buy;fruit;20
33;buy;fruit;19
42;buy;fruit;21
62;buy;fruit;18
67;buy;fruit;18
72;buy;fruit;19
83;buy;fruit;20
99;buy;fruit;20
100;buy;fruit;19
117;buy;fruit;21
125;buy;fruit;22
133;buy;fruit;23
146;buy;fruit;24
165;buy;fruit;18
173;buy;fruit;13
176;buy;fruit;13
185;buy;fruit;14
186;buy;fruit;14
205;buy;fruit;16
221;buy;fruit;14
226;buy;fruit;14
233;buy;fruit;15
243;buy;fruit;16
257;buy;fruit;17
274;buy;fruit;12
276;buy;fruit;12
288;buy;fruit;13
292;buy;fruit;13
310;buy;fruit;12
314;buy;fruit;12
324;buy;fruit;13
335;buy;fruit;14
343;buy;fruit;15
360;buy;fruit;14
363;buy;fruit;14
374;buy;fruit;15
387;buy;fruit;16
395;buy;fruit;17
405;buy;fruit;18
413;buy;fruit;19
426;buy;fruit;20
437;buy;fruit;21
443;buy;fruit;22
453;buy;fruit;23
464;buy;fruit;24
478;buy;fruit;25
487;buy;fruit;25
487;buy;fruit;25
504;buy;fruit;27
514;buy;fruit;28
523;buy;fruit;29
535;buy;fruit;30
548;buy;fruit;31
553;buy;fruit;31
566;buy;fruit;32
575;buy;fruit;33
588;buy;fruit;34
592;buy;fruit;34
603;buy;fruit;35
619;buy;fruit;35
626;buy;fruit;35
633;buy;fruit;36
644;buy;fruit;37
660;buy;fruit;36
663;buy;fruit;36
663;buy;fruit;36
683;buy;fruit;38
684;buy;fruit;38
712;buy;fruit;36
712;buy;fruit;36
725;buy;fruit;37
736;buy;fruit;38
745;buy;fruit;39
758;buy;fruit;40
767;buy;fruit;40
773;buy;fruit;41
783;buy;fruit;42
798;buy;fruit;43
804;buy;fruit;43
819;buy;fruit;43
820;buy;fruit;42
833;buy;fruit;44
843;buy;fruit;45
857;buy;fruit;46
866;buy;fruit;47
880;buy;fruit;46
890;buy;fruit;44
898;buy;fruit;44
904;buy;fruit;44
905;buy;fruit;44
929;buy;fruit;45
932;buy;fruit;45
945;buy;fruit;46
953;buy;fruit;47
963;buy;fruit;48
981;buy;fruit;46
986;buy;fruit;46
997;buy;fruit;47
1004;buy;fruit;48
1015;buy;fruit;49
1054;buy;fruit;24
1059;buy;fruit;20
1064;buy;fruit;18
1100;buy;fruit;1
1105;buy;fruit;1
1111;buy;fruit;1
1152;buy;fruit;1
1155;buy;fruit;1
1161;buy;fruit;1
1196;buy;fruit;1
1208;buy;fruit;1
1210;buy;fruit;1
1239;buy;fruit;1
1255;buy;fruit;1
1261;buy;fruit;1
1264;buy;fruit;1
1290;buy;fruit;1
1303;buy;fruit;1
1312;buy;fruit;1
1317;buy;fruit;1
1333;buy;fruit;1
1356;buy;fruit;1
1365;buy;fruit;1
1365;buy;fruit;1
1383;buy;fruit;1
1402;buy;fruit;1
1406;buy;fruit;1
1414;buy;fruit;1
1431;buy;fruit;1
1449;buy;fruit;1
1451;buy;fruit;1
1458;buy;fruit;1
1481;buy;fruit;1
1496;buy;fruit;1
1501;buy;fruit;1
1508;buy;fruit;1
1526;buy;fruit;1
1548;buy;fruit;1
1553;buy;fruit;1
1562;buy;fruit;1
1577;buy;fruit;1
1604;buy;fruit;1
1610;buy;fruit;1
1615;buy;fruit;1
1627;buy;fruit;1
1653;buy;fruit;1
1661;buy;fruit;1
1663;buy;fruit;1
1679;buy;fruit;1
1705;buy;fruit;1
1711;buy;fruit;1
1715;buy;fruit;1
1726;buy;fruit;1
1757;buy;fruit;1
1760;buy;fruit;1
1768;buy;fruit;1
1783;buy;fruit;1
1809;buy;fruit;1
1815;buy;fruit;1
1815;buy;fruit;1
1829;buy;fruit;1
1856;buy;fruit;1
1862;buy;fruit;1
1875;buy;fruit;1
1878;buy;fruit;1
1902;buy;fruit;1
1912;buy;fruit;1
1926;buy;fruit;1
1932;buy;fruit;1
1956;buy;fruit;1
1960;buy;fruit;1
1973;buy;fruit;1
1983;buy;fruit;1
1990;buy;fruit;1
2006;buy;fruit;1
2020;buy;fruit;1
2024;buy;fruit;1
2031;buy;fruit;1
2035;buy;fruit;2
2044;buy;fruit;3
2054;buy;fruit;4
2065;buy;fruit;5
2075;buy;fruit;6
2089;buy;fruit;6
2093;buy;fruit;6
2105;buy;fruit;7
2112;buy;fruit;8
2125;buy;fruit;9
2134;buy;fruit;10
2143;buy;fruit;11
2157;buy;fruit;12
2163;buy;fruit;13
2163;buy;fruit;13
2183;buy;fruit;15
2197;buy;fruit;16
2212;buy;fruit;13
2215;buy;fruit;13
2227;buy;fruit;14
2236;buy;fruit;15
2243;buy;fruit;16
2273;buy;fruit;2
2275;buy;fruit;1
2276;buy;fruit;1
2277;buy;fruit;2
2304;buy;fruit;1
2317;buy;fruit;1
2320;buy;fruit;2
2332;buy;fruit;2
2336;buy;fruit;2
2346;buy;fruit;3
2370;buy;fruit;1
2374;buy;fruit;1
2376;buy;fruit;2
2388;buy;fruit;3
2403;buy;fruit;2
2404;buy;fruit;1
2422;buy;fruit;2
2423;buy;fruit;1
2442;buy;fruit;2
2446;buy;fruit;2
2461;buy;fruit;3
2470;buy;fruit;3
2476;buy;fruit;4
2492;buy;fruit;4
2496;buy;fruit;4
2512;buy;fruit;4
2512;buy;fruit;4
2532;buy;fruit;4
2539;buy;fruit;4
2540;buy;fruit;4
2558;buy;fruit;6
2572;buy;fruit;6
2576;buy;fruit;6
2586;buy;fruit;7
2596;buy;fruit;8
2607;buy;fruit;9
2620;buy;fruit;10
2639;buy;fruit;3
2642;buy;fruit;2
2652;buy;fruit;1
2655;buy;fruit;2
2674;buy;fruit;1
2678;buy;fruit;2
2691;buy;fruit;3
2695;buy;fruit;3
2707;buy;fruit;4
2720;buy;fruit;5
2721;buy;fruit;5
2721;buy;fruit;5
2748;buy;fruit;12
2761;buy;fruit;13
2768;buy;fruit;13
2769;buy;fruit;13
2786;buy;fruit;15
2797;buy;fruit;16
2814;buy;fruit;14
2818;buy;fruit;14
2818;buy;fruit;14
2836;buy;fruit;16
2847;buy;fruit;17
2869;buy;fruit;10
2874;buy;fruit;7
2875;buy;fruit;6
2887;buy;fruit;8
2888;buy;fruit;8
2918;buy;fruit;3
2920;buy;fruit;3
2926;buy;fruit;4
2935;buy;fruit;5
2947;buy;fruit;6
2957;buy;fruit;7
2971;buy;fruit;8
2976;buy;fruit;8
2976;buy;fruit;8
2996;buy;fruit;10
3006;buy;fruit;11
3025;buy;fruit;8
3025;buy;fruit;8
3036;buy;fruit;9
3047;buy;fruit;10
3057;buy;fruit;11
3067;buy;fruit;12
3077;buy;fruit;13
3086;buy;fruit;14
3087;buy;fruit;14
3108;buy;fruit;16
3108;buy;fruit;16
3126;buy;fruit;18
3139;buy;fruit;19
3152;buy;fruit;19
3156;buy;fruit;19
3167;buy;fruit;20
3177;buy;fruit;21
3191;buy;fruit;22
3199;buy;fruit;22
3200;buy;fruit;22
3216;buy;fruit;24
3227;buy;fruit;25
3236;buy;fruit;26
3236;buy;fruit;26
3259;buy;fruit;28
3267;buy;fruit;29
3267;buy;fruit;29
3288;buy;fruit;31
3289;buy;fruit;31
3308;buy;fruit;33
3308;buy;fruit;33
3327;buy;fruit;35
3338;buy;fruit;36
3348;buy;fruit;37
3357;buy;fruit;38
3371;buy;fruit;39
3371;buy;fruit;39
3388;buy;fruit;40
3399;buy;fruit;41
3413;buy;fruit;40
3416;buy;fruit;40
3427;buy;fruit;41
3439;buy;fruit;42
3439;buy;fruit;42
3459;buy;fruit;44
3467;buy;fruit;45
3480;buy;fruit;46
3486;buy;fruit;47
3497;buy;fruit;48
3509;buy;fruit;49
3516;buy;fruit;50
3526;buy;fruit;51
3537;buy;fruit;52
3546;buy;fruit;53
3556;buy;fruit;54
3571;buy;fruit;55
3576;buy;fruit;55
3594;buy;fruit;53
3599;buy;fruit;53
3613;buy;fruit;52
3620;buy;fruit;52
3633;buy;fruit;51
3635;buy;fruit;51
3645;buy;fruit;52
3666;buy;fruit;48
3672;buy;fruit;47
3677;buy;fruit;47
3687;buy;fruit;48
3698;buy;fruit;49
3714;buy;fruit;47
3720;buy;fruit;47
3725;buy;fruit;48
3738;buy;fruit;49
3748;buy;fruit;50
3749;buy;fruit;50
3774;buy;fruit;49
3777;buy;fruit;49
3788;buy;fruit;50
3796;buy;fruit;51
3806;buy;fruit;52
3819;buy;fruit;53
3826;buy;fruit;54
3836;buy;fruit;55
3846;buy;fruit;56
3858;buy;fruit;57
3869;buy;fruit;58
3884;buy;fruit;56
3888;buy;fruit;56
3898;buy;fruit;57
3910;buy;fruit;58
3911;buy;fruit;58
3932;buy;fruit;59
3936;buy;fruit;59
3960;buy;fruit;51
3961;buy;fruit;50
3977;buy;fruit;45
3978;buy;fruit;45
3995;buy;fruit;42
3995;buy;fruit;42
4006;buy;fruit;43
4018;buy;fruit;44
4025;buy;fruit;45
4036;buy;fruit;46
4046;buy;fruit;47
4060;buy;fruit;48
4067;buy;fruit;49
4078;buy;fruit;50
4078;buy;fruit;50
4098;buy;fruit;52
4109;buy;fruit;53
4120;buy;fruit;54
4121;buy;fruit;54
4142;buy;fruit;55
4146;buy;fruit;55
4162;buy;fruit;55
4168;buy;fruit;55
4176;buy;fruit;56
4186;buy;fruit;57
4199;buy;fruit;58
4206;buy;fruit;59
4220;buy;fruit;60
4226;buy;fruit;61
4239;buy;fruit;62
4246;buy;fruit;63
4262;buy;fruit;63
4272;buy;fruit;62
4277;buy;fruit;62
4278;buy;fruit;62
4297;buy;fruit;64
4310;buy;fruit;65
4327;buy;fruit;60
4330;buy;fruit;60
4336;buy;fruit;61
4354;buy;fruit;59
4355;buy;fruit;59
4371;buy;fruit;60
4377;buy;fruit;60
4391;buy;fruit;61
4395;buy;fruit;61
4409;buy;fruit;62
4409;buy;fruit;62
4434;buy;fruit;61
4438;buy;fruit;61
4447;buy;fruit;62
4456;buy;fruit;63
4467;buy;fruit;64
4483;buy;fruit;63
4488;buy;fruit;63
4496;buy;fruit;64
4509;buy;fruit;65
4517;buy;fruit;66
4531;buy;fruit;67
4537;buy;fruit;67
4548;buy;fruit;68
4559;buy;fruit;69
4568;buy;fruit;70
4583;buy;fruit;69
4586;buy;fruit;69
4596;buy;fruit;70
4613;buy;fruit;69
4619;buy;fruit;69
4629;buy;fruit;70
4636;buy;fruit;71
4647;buy;fruit;72
4664;buy;fruit;70
4667;buy;fruit;70
4668;buy;fruit;70
4688;buy;fruit;72
4699;buy;fruit;73
4700;buy;fruit;73
4718;buy;fruit;75
4727;buy;fruit;76
4741;buy;fruit;77
4748;buy;fruit;77
4756;buy;fruit;78
4774;buy;fruit;76
4775;buy;fruit;75
4788;buy;fruit;77
4797;buy;fruit;78
4797;buy;fruit;78
4816;buy;fruit;80
4832;buy;fruit;80
4843;buy;fruit;78
4854;buy;fruit;75
4863;buy;fruit;73
4874;buy;fruit;70
4884;buy;fruit;67
4887;buy;fruit;67
4910;buy;fruit;59
4914;buy;fruit;56
4920;buy;fruit;56
4938;buy;fruit;50
4940;buy;fruit;50
4945;buy;fruit;51
4955;buy;fruit;52
4979;buy;fruit;45
4989;buy;fruit;37
4989;buy;fruit;37
5000;buy;fruit;38
5012;buy;fruit;38
5030;buy;fruit;29
5031;buy;fruit;29
5042;buy;fruit;28
5043;buy;fruit;27
5055;buy;fruit;29
5080;buy;fruit;21
5082;buy;fruit;20
5091;buy;fruit;20
5104;buy;fruit;17
5116;buy;fruit;12
5135;buy;fruit;1
5137;buy;fruit;1
5141;buy;fruit;2
5153;buy;fruit;3
5171;buy;fruit;1
5185;buy;fruit;1
5185;buy;fruit;1
5196;buy;fruit;1
5202;buy;fruit;2
5210;buy;fruit;3
5234;buy;fruit;1
5237;buy;fruit;1
5254;buy;fruit;1
5256;buy;fruit;1
5258;buy;fruit;2
5284;buy;fruit;1
5292;buy;fruit;1
5300;buy;fruit;1
5305;buy;fruit;1
5311;buy;fruit;2
5333;buy;fruit;1
5336;buy;fruit;1
5347;buy;fruit;1
5352;buy;fruit;2
5363;buy;fruit;3
5379;buy;fruit;1
5392;buy;fruit;1
5399;buy;fruit;1
5409;buy;fruit;1
5414;buy;fruit;1
5417;buy;fruit;2
5429;buy;fruit;3
5444;buy;fruit;3
5452;buy;fruit;3
5466;buy;fruit;1
5466;buy;fruit;1
5480;buy;fruit;3
5494;buy;fruit;3
5498;buy;fruit;3
5517;buy;fruit;1
5517;buy;fruit;1
5527;buy;fruit;3
5544;buy;fruit;3
5551;buy;fruit;3
5566;buy;fruit;1
5575;buy;fruit;1
5575;buy;fruit;1
5601;buy;fruit;1
5620;buy;fruit;1
5622;buy;fruit;1
5626;buy;fruit;2
5639;buy;fruit;2
5651;buy;fruit;1
5674;buy;fruit;1
5678;buy;fruit;1
5679;buy;fruit;1
5688;buy;fruit;3
5698;buy;fruit;4
5714;buy;fruit;3
5721;buy;fruit;3
5728;buy;fruit;4
5738;buy;fruit;5
5748;buy;fruit;6
5761;buy;fruit;7
5777;buy;fruit;3
5777;buy;fruit;3
5789;buy;fruit;4
5797;buy;fruit;5
5817;buy;fruit;1
5827;buy;fruit;1
5834;buy;fruit;1
5839;buy;fruit;2
5846;buy;fruit;3
5864;buy;fruit;2
5884;buy;fruit;1
5886;buy;fruit;1
5893;buy;fruit;1
5897;buy;fruit;2
5911;buy;fruit;3
5930;buy;fruit;1
5935;buy;fruit;1
5941;buy;fruit;2
5950;buy;fruit;3
5951;buy;fruit;3
5970;buy;fruit;5
5978;buy;fruit;6
5988;buy;fruit;7
5998;buy;fruit;8
6013;buy;fruit;8
6022;buy;fruit;8
6033;buy;fruit;7
6045;buy;fruit;4
6051;buy;fruit;4
6051;buy;fruit;4
6078;buy;fruit;1
6087;buy;fruit;1
6093;buy;fruit;1
6099;buy;fruit;2
6114;buy;fruit;1
6114;buy;fruit;1
6136;buy;fruit;1
6143;buy;fruit;1
6146;buy;fruit;2
6159;buy;fruit;3
6168;buy;fruit;4
6189;buy;fruit;1
6192;buy;fruit;2
6198;buy;fruit;2
6213;buy;fruit;2
6223;buy;fruit;1
6238;buy;fruit;1
6244;buy;fruit;1
6247;buy;fruit;2
6258;buy;fruit;3
6274;buy;fruit;2
6283;buy;fruit;1
6287;buy;fruit;2
6297;buy;fruit;3
6314;buy;fruit;2
6328;buy;fruit;1
6335;buy;fruit;1
6336;buy;fruit;1
6347;buy;fruit;3
6363;buy;fruit;3
6370;buy;fruit;3
6381;buy;fruit;4
6387;buy;fruit;5
6397;buy;fruit;6
6398;buy;fruit;6
6426;buy;fruit;4
6431;buy;fruit;4
6437;buy;fruit;5
6450;buy;fruit;6
6458;buy;fruit;7
6467;buy;fruit;8
6477;buy;fruit;9
6496;buy;fruit;6
6500;buy;fruit;6
6511;buy;fruit;7
6523;buy;fruit;7
6533;buy;fruit;6
6540;buy;fruit;6
6556;buy;fruit;3
6559;buy;fruit;3
6566;buy;fruit;4
6581;buy;fruit;5
6593;buy;fruit;5
6598;buy;fruit;5
6611;buy;fruit;6
6618;buy;fruit;7
6630;buy;fruit;8
6641;buy;fruit;9
6648;buy;fruit;10
6659;buy;fruit;11
6660;buy;fruit;11
6679;buy;fruit;13
6692;buy;fruit;14
6700;buy;fruit;14
6715;buy;fruit;12
6715;buy;fruit;12
6727;buy;fruit;13
6742;buy;fruit;14
6756;buy;fruit;10
6756;buy;fruit;10
6768;buy;fruit;11
6778;buy;fruit;12
6795;buy;fruit;10
6803;buy;fruit;9
6807;buy;fruit;9
6822;buy;fruit;10
6827;buy;fruit;10
6846;buy;fruit;7
6859;buy;fruit;1
6861;buy;fruit;2
6871;buy;fruit;3
6879;buy;fruit;4
6890;buy;fruit;5
6900;buy;fruit;6
6912;buy;fruit;7
6922;buy;fruit;7
6928;buy;fruit;7
6943;buy;fruit;7
6958;buy;fruit;1
6962;buy;fruit;2
6967;buy;fruit;2
6979;buy;fruit;3
6996;buy;fruit;1
7003;buy;fruit;1
7017;buy;fruit;1
7019;buy;fruit;2
7026;buy;fruit;3
7038;buy;fruit;4
7051;buy;fruit;5
7057;buy;fruit;6
7068;buy;fruit;7
7084;buy;fruit;6
7087;buy;fruit;6
7098;buy;fruit;7
7098;buy;fruit;7
7099;buy;fruit;7
7129;buy;fruit;17
7142;buy;fruit;18
7142;buy;fruit;18
7159;buy;fruit;19
7171;buy;fruit;20
7177;buy;fruit;21
7188;buy;fruit;22
7197;buy;fruit;23
7197;buy;fruit;23
7219;buy;fruit;25
7236;buy;fruit;22
7238;buy;fruit;22
7247;buy;fruit;23
7258;buy;fruit;24
7269;buy;fruit;25
7277;buy;fruit;26
7277;buy;fruit;26
7300;buy;fruit;28
7301;buy;fruit;28
7317;buy;fruit;30
7329;buy;fruit;31
7338;buy;fruit;32
7347;buy;fruit;33
7357;buy;fruit;34
7367;buy;fruit;35
7390;buy;fruit;28
7390;buy;fruit;28
7399;buy;fruit;29
7399;buy;fruit;29
7420;buy;fruit;31
7427;buy;fruit;32
7440;buy;fruit;33
7449;buy;fruit;34
7458;buy;fruit;35
7458;buy;fruit;35
7480;buy;fruit;37
7487;buy;fruit;38
7497;buy;fruit;39
7509;buy;fruit;40
7530;buy;fruit;33
7533;buy;fruit;32
7536;buy;fruit;32
7547;buy;fruit;33
7559;buy;fruit;34
7567;buy;fruit;35
7583;buy;fruit;35
7588;buy;fruit;35
7602;buy;fruit;36
7611;buy;fruit;36
7612;buy;fruit;36
7629;buy;fruit;38
7630;buy;fruit;38
7648;buy;fruit;40
7649;buy;fruit;40
7668;buy;fruit;42
7678;buy;fruit;43
7695;buy;fruit;41
7700;buy;fruit;41
7707;buy;fruit;42
7719;buy;fruit;43
7728;buy;fruit;44
7738;buy;fruit;45
7747;buy;fruit;46
7758;buy;fruit;47
7768;buy;fruit;48
7781;buy;fruit;49
7788;buy;fruit;50
7804;buy;fruit;49
7810;buy;fruit;49
7823;buy;fruit;49
7827;buy;fruit;49
7836;buy;fruit;50
7853;buy;fruit;50
7859;buy;fruit;50
7882;buy;fruit;41
7884;buy;fruit;40
7887;buy;fruit;40
7897;buy;fruit;41
7907;buy;fruit;42
7917;buy;fruit;43
7927;buy;fruit;44
7937;buy;fruit;45
7952;buy;fruit;46
7962;buy;fruit;46
7971;buy;fruit;46
7978;buy;fruit;47
7997;buy;fruit;43
7999;buy;fruit;43
8007;buy;fruit;44
8018;buy;fruit;45
8029;buy;fruit;46
8030;buy;fruit;46
8050;buy;fruit;48
8057;buy;fruit;49
8067;buy;fruit;50
8079;buy;fruit;51
8088;buy;fruit;52
8098;buy;fruit;53
8113;buy;fruit;53
8114;buy;fruit;52
8134;buy;fruit;52
8138;buy;fruit;52
8150;buy;fruit;53
8160;buy;fruit;54
8167;buy;fruit;55
8178;buy;fruit;56
8205;buy;fruit;44
8206;buy;fruit;43
8212;buy;fruit;44
8220;buy;fruit;45
8258;buy;fruit;21
8266;buy;fruit;14
8296;buy;fruit;1
8313;buy;fruit;1
8340;buy;fruit;1
8368;buy;fruit;1
8370;buy;fruit;1
8385;buy;fruit;1
8417;buy;fruit;1
8417;buy;fruit;1
8434;buy;fruit;1
8461;buy;fruit;1
8464;buy;fruit;1
8485;buy;fruit;1
8513;buy;fruit;1
8516;buy;fruit;1
8537;buy;fruit;1
8568;buy;fruit;1
8572;buy;fruit;1
8586;buy;fruit;1
8613;buy;fruit;1
8626;buy;fruit;1
8635;buy;fruit;1
8666;buy;fruit;1
8676;buy;fruit;1
8682;buy;fruit;1
8712;buy;fruit;1
8714;buy;fruit;1
8737;buy;fruit;1
8759;buy;fruit;1
8775;buy;fruit;1
8786;buy;fruit;1
8796;buy;fruit;1
8810;buy;fruit;1
8820;buy;fruit;1
8840;buy;fruit;1
8844;buy;fruit;1
8858;buy;fruit;1
8870;buy;fruit;1
8891;buy;fruit;1
8891;buy;fruit;1
8901;buy;fruit;1
8919;buy;fruit;1
8943;buy;fruit;1
8947;buy;fruit;1
8951;buy;fruit;2
8961;buy;fruit;2
8989;buy;fruit;1
8992;buy;fruit;1
8992;buy;fruit;1
9012;buy;fruit;1
9040;buy;fruit;1
9043;buy;fruit;1
9047;buy;fruit;2
9068;buy;fruit;1
9090;buy;fruit;1
9097;buy;fruit;1
9103;buy;fruit;1
9122;buy;fruit;1
